title,netflixId,image,link,categories,watched,imdb_id,imdb_rating,imdb_votes,year,rated,runtime,genres,director,actors,plot,awards,imdb_poster,content_type,total_seasons,type,imdb_rating_numeric,imdb_votes_numeric
Kuroko's Basketball,80063153,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABVBuh3zpkNldjgTYqEv-J64Yeq_jzwKKi9NJIIYMvjjDezU_qQTdkjq-iJ2Z9YNQ_uqJu_jSHpPX5_fgQ4nHE7YafHsqVcnTdvM.webp?r=670,https://www.netflix.com/watch/80063153?tctx=22%2C34%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80063153%2C,['Exciting TV Shows'],False,tt2348803,8.2,"14,702",2012–2015,TV-14,24 min,"Animation, Comedy, Sport",N/A,"Kenshô Ono, Yoshimasa Hosoya, Yuki Ono","Kagami meets Kuroko, the 6th member of the Miracle Generation, and they make a pact to defeat the other members of the team. A battle of light (Kagami) and shadow (Kuroko) begins.",2 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BYmI3NDAyZGUtYWZiZC00YWIwLTgyNDQtYjZmOGFmNTkzODYzXkEyXkFqcGc@._V1_SX300.jpg,,3,series,8.2,14702
Parasyte: The Maxim,80191008,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABZEU4u66TEzM-nNDZkk8eZoskv4wQnSvQdXdz26_Qh9CiNQcJaDyZPM2gBpIs_xWXyGKnJxbdRMg3Vwcm8yPQvHr2hP4izUM94g.webp?r=d54,https://www.netflix.com/watch/80191008?tctx=24%2C30%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80191008%2C,['Horror TV Serials'],False,tt3358020,8.2,"59,463",2014–2015,TV-MA,22 min,"Animation, Action, Drama",N/A,"Aya Hirano, Nobunaga Shimazaki, Rinka H.B.B.","17-year-old Shinichi Izumi is partially infected by a Parasyte, monsters that butcher and consume humans. He must learn to co-exist with the creature if he is to survive both the life of a Parasyte and a human as part monster, par...",3 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMzg2YjA0NGYtYjQwMS00MDQyLWFlNWMtODVhNTBkYWIyNjE1XkEyXkFqcGc@._V1_SX300.jpg,,1,series,8.2,59463
The Good Place,80113701,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABUv7pUld9HXfdlw8W0ooKI8PxdFYskjx29P6Sacyl5TMi4kAztZNz4dci-1bARDpxCaFRbIoBHo-HlV3mQyvDYQMDj75A-QYlvU.webp?r=039,https://www.netflix.com/watch/80113701?tctx=3%2C4%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80113701%2C,"['Recovery-mode Recommendations', 'Acclaimed Writers', 'Award-Winning TV Shows']",False,tt4955642,8.2,"215,547",2016–2020,TV-PG,22 min,"Comedy, Drama, Fantasy",N/A,"Kristen Bell, William Jackson Harper, Jameela Jamil","Eleanor Shellstrop, a deceased saleswoman who lived a morally corrupt life, finds herself in a heaven-like afterlife in a case of mistaken identity and tries to hide her past in order to stay there.",Nominated for 12 Primetime Emmys. 35 wins & 140 nominations total,https://m.media-amazon.com/images/M/MV5BNjI3ZGRhNDYtNDFjOS00OGFlLTg4NTEtYjZjYTViY2ZiMzBkXkEyXkFqcGc@._V1_SX300.jpg,,4,series,8.2,215547
Sense8,80025744,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABWgW9CFbEvEmXSzbDWwsRe13cI5HXZVU17mbS2KR7apwMypTThDbGbUhmcD_LdxzejwGfo07_pVyr84Sqyz3G-t5sc4NNvZons8.jpg?r=e4e,https://www.netflix.com/watch/80025744?tctx=5%2C25%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80025744%2C,"['Sci-Fi TV', 'US TV Thrillers']",False,tt2431438,8.2,"169,635",2015–2018,TV-MA,60 min,"Drama, Mystery, Sci-Fi",N/A,"Bae Doona, Jamie Clayton, Tina Desai","A group of people around the world are suddenly linked mentally, and must find a way to survive being hunted by those who see them as a threat to the world's order.",Nominated for 2 Primetime Emmys. 3 wins & 17 nominations total,https://m.media-amazon.com/images/M/MV5BMjA4MTEyMzcwMl5BMl5BanBnXkFtZTgwMTIwODczNTM@._V1_SX300.jpg,,2,series,8.2,169635
Money Heist,80192098,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABW1eeZo1-zSVGkR8YPxxJmM74oWMJB1Dstq6MPR8uK5ctkrmlz59vJku2d7MoKehXSnPqJWjHxlp6Ohjk92I_96J0AvuBP7RD2o.jpg?r=b6b,https://www.netflix.com/watch/80192098?tctx=15%2C3%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80192098%2C,['Award-Winning TV Shows'],False,tt6468322,8.2,"586,054",2017–2021,TV-MA,70 min,"Action, Crime, Drama",N/A,"Úrsula Corberó, Álvaro Morte, Itziar Ituño",An unusual group of robbers attempt to carry out the most perfect robbery in Spanish history - stealing 2.4 billion euros from the Royal Mint of Spain.,38 wins & 45 nominations total,https://m.media-amazon.com/images/M/MV5BZjkxZWJiNTUtYjQwYS00MTBlLTgwODQtM2FkNWMyMjMwOGZiXkEyXkFqcGc@._V1_SX300.jpg,,5,series,8.2,586054
Shutter Island,70095139,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABS-FlWhZpBkJVKLHbZnD-NkLX9yvBP6BsWYIqxe2De-GjyF8v_7Gas1spg5_1dKS39TmnGijixCEjN3RrJXPj5m6C9BnEDuKSxo.webp?r=fee,https://www.netflix.com/watch/70095139?tctx=7%2C0%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A70095139%2C,['In a Mood'],False,tt1130884,8.2,"1,607,676",2010,R,138 min,"Drama, Mystery, Thriller",Martin Scorsese,"Leonardo DiCaprio, Emily Mortimer, Mark Ruffalo",Two US marshals are sent to a mental institution on an inhospitable island in order to investigate the disappearance of a patient.,11 wins & 66 nominations total,https://m.media-amazon.com/images/M/MV5BN2FjNWExYzEtY2YzOC00YjNlLTllMTQtNmIwM2Q1YzBhOWM1XkEyXkFqcGc@._V1_SX300.jpg,,,movie,8.2,1607676
Grace and Frankie,80017537,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABQi7PDOAWCV2bsEhbd2cgfp09WaoPgjCZ6zyNTPiGTeUPDiF4_MphMnDgbS-CqB8oXubsyM1HmIXAezk9ftNGoHGimd3A2VW9cE.jpg?r=ac8,https://www.netflix.com/watch/80017537?tctx=3%2C10%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80017537%2C,"['Recovery-mode Recommendations', 'Because you liked Gilmore Girls']",False,tt3609352,8.2,"60,297",2015–2022,TV-MA,30 min,"Comedy, Drama",N/A,"Jane Fonda, Lily Tomlin, Sam Waterston","Finding out that their husbands are not just work partners, but have also been romantically involved for the last twenty years, two women with an already strained relationship try to cope with the circumstances together.",Nominated for 13 Primetime Emmys. 3 wins & 62 nominations total,https://m.media-amazon.com/images/M/MV5BNjgwMTg2NTAzOV5BMl5BanBnXkFtZTgwOTc0MTI1NTE@._V1_SX300.jpg,,7,series,8.2,60297
The Big C,70180085,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABeWbqw7iTwfPIoIsnpRtd2chvehrgu8Gw70yO1uwc2i4SNSMZhOs64xGUG7BC6mUZw_oBVtwBDMkRNnpOHtxLkUHSSm58zn13d4.webp?r=b23,https://www.netflix.com/watch/70180085?tctx=13%2C5%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A70180085%2C,"['Emmy-Winning TV Shows', 'Award-Winning TV Shows', 'Because you liked Gilmore Girls']",False,tt1515193,8.1,"17,078",2010–2013,TV-MA,30 min,"Comedy, Drama",N/A,"Laura Linney, Oliver Platt, Gabriel Basso",A suburban mother faces her cancer diagnosis while trying to find humor and happiness as well.,Won 1 Primetime Emmy. 6 wins & 31 nominations total,https://m.media-amazon.com/images/M/MV5BMTM4NjkzOTE1NF5BMl5BanBnXkFtZTcwNTk1OTQyOQ@@._V1_SX300.jpg,,4,series,8.1,17078
Bloodhounds,81444051,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABT7at-cWJDsfsoiaWMxc5cvOpTKsPhFwDAqlv3YC8PDzOmZ6Bb_NDXy6EePefKO7e_iX6O5LEBnnnE4w8uUmcBNvtzlPIvyCsZI.jpg?r=3ec,https://www.netflix.com/watch/81444051?tctx=34%2C31%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81444051%2C,['Action TV'],False,tt26315487,8.1,"21,346",2023–,TV-MA,N/A,"Action, Crime, Drama",N/A,"Woo Do-Hwan, Lee Sang-yi, Huh Joon-ho","In order to pay off their debt, three daring youths jump into the money-lending business while confronting the rich and powerful who prey on the weak.",N/A,https://m.media-amazon.com/images/M/MV5BODc1ODMyNDMtOTU2Yi00NmMyLWJhYzQtODUzMDJkNGVhZDY4XkEyXkFqcGc@._V1_SX300.jpg,,1,series,8.1,21346
RIPLEY,81678765,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABYYjqL432EudHQNiT2Nkq96xxsS1dv-87fGfkMzXFlu6FQqc5oNKB3QMaXskridtjOcX2j_dJrT4nnxeWQUdL5TIoo0sE-ao1K0.jpg?r=4dc,https://www.netflix.com/watch/81678765?tctx=25%2C35%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81678765%2C,"['US TV Thrillers', 'Suspense Series Based on Books']",False,tt11016042,8.1,"63,413",2024,TV-MA,N/A,"Crime, Drama, Thriller",N/A,"Andrew Scott, Dakota Fanning, Johnny Flynn",A grifter named Ripley living in New York during the 1960s is hired by a wealthy man to bring his vagabond son home from Italy.,Won 4 Primetime Emmys. 20 wins & 57 nominations total,https://m.media-amazon.com/images/M/MV5BMmI0NzgyY2ItODVmMy00YzQzLWI3ODAtMzExZDMxYWU0YmZhXkEyXkFqcGc@._V1_SX300.jpg,,1,series,8.1,63413
Wild Wild Country,80145240,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABdQ-NpOjyDbHhEXg6KPPXXAXTydUlShmhdw3cf8iyA7DTXn0_M3kyNHn2rOhfdi1JX19yek-_z4Sixvn4_hUuWsUaAOFFGgQVOg.jpg?r=4c8,https://www.netflix.com/watch/80145240?tctx=13%2C23%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80145240%2C,['Emmy-Winning TV Shows'],False,tt7768848,8.1,"37,277",2018,TV-MA,403 min,"Documentary, Crime","Chapman Way, Maclain Way","Ma Anand Sheela, Philip Toelkes, Jane Stork","When Osho, the world's most controversial guru, builds an Utopian city deep in the Oregon country, conflict with the locals escalates into a national scandal.",Won 1 Primetime Emmy. 2 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BODY5ZWY0YzctOGNjMi00MzM0LWFjNDUtNDUxMzI0Mjc1N2Y1XkEyXkFqcGc@._V1_SX300.jpg,,1,series,8.1,37277
The King: Eternal Monarch,81260283,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABWQf2wUdAtvisx24vjD_lge7Y6BFjKRBz6N1onRglufeH7ECFwnh9VlD7RZshGs0i7n2uBlXT6Kvfgt83_-jWaon7VtmoW92N64.jpg?r=f21,https://www.netflix.com/watch/81260283?tctx=28%2C36%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81260283%2C,['Epic Worlds'],False,tt11228748,8.1,"19,068",2020,TV-14,70 min,"Fantasy, Mystery, Romance",N/A,"Lee Min-ho, Kim Go-eun, Woo Do-Hwan","A modern-day Korean emperor passes through a mysterious portal and into a parallel world, where he encounters a feisty police detective.",N/A,https://m.media-amazon.com/images/M/MV5BMWVhNjE1OGMtMDkzYS00ZTU2LTg5ZmQtODE5NGQ3ZjgzN2M3XkEyXkFqcGc@._V1_SX300.jpg,,1,series,8.1,19068
The Walking Dead,70177057,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABbwisHFOlTIJCgbb5BzBiJfaloAZ_4EHhKWLoS5H2_CnGx_fX6LGMiuXCa9S9RXmiFEQSG5geeHCEf2P-wU5zRC79KM_GasMBGE.webp?r=f83,https://www.netflix.com/watch/70177057?tctx=1%2C0%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A70177057%2C,['Continue Watching for parab.aryan'],False,tt1520211,8.1,"1,168,287",2010–2022,TV-MA,44 min,"Drama, Horror, Thriller",N/A,"Norman Reedus, Melissa McBride, Lauren Cohan",Sheriff Deputy Rick Grimes wakes up from a coma to learn the world is in ruins and must lead a group of survivors to stay alive.,Won 2 Primetime Emmys. 86 wins & 237 nominations total,https://m.media-amazon.com/images/M/MV5BYWQwMGRhNGEtZTNhMy00MzVjLWJhMjItYjcwMDljMTkyNTg2XkEyXkFqcGc@._V1_SX300.jpg,,11,series,8.1,1168287
Beckham,81223488,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABeW2VQNxlKN5VoN5k2D7by3ANd_lej5pLOGyMvx8t2zUFQfCNeF3jQ0YVYbbMVK3KTU_TJ-hfIChb_Kxip8KqGIf72NANfS2a1s.jpg?r=a9c,https://www.netflix.com/watch/81223488?tctx=13%2C22%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81223488%2C,['Emmy-Winning TV Shows'],False,tt14524712,8.1,"39,736",2023,TV-MA,N/A,"Documentary, Biography, Sport",N/A,"Fisher Stevens, Manchester United F.C., Alex Ferguson","With never-before-seen footage, this docuseries follows David Beckham's meteoric rise from humble beginnings to global football stardom.",Won 1 Primetime Emmy. 4 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BZmNmZTU5ZTUtZTc0NS00ZWJlLWFlMzUtMDRmZDgzMDhjNmM0XkEyXkFqcGc@._V1_SX300.jpg,,1,series,8.1,39736
Article 15,81154455,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABZ_KGWvht1C6ehWs0IcpMV0CB6T56-65datadAM0CgMN4jm7RJSNaAuynRU1gXrATcyRAkiiE4-rK-YRnEgkihD3PVFoYV7lqhU.webp?r=624,https://www.netflix.com/watch/81154455?tctx=7%2C37%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81154455%2C,"['In a Mood', 'Award Winning Drama Movies', 'Thrillers & Horror Movies', 'Award-Winning Films']",False,tt10324144,8.1,"38,070",2019,Not Rated,130 min,"Crime, Drama, Mystery",Anubhav Sinha,"Ayushmann Khurrana, Nassar, Manoj Pahwa","In the rural heartlands of India, an upright police officer sets out on a crusade against violent caste-based crimes and discrimination.",22 wins & 36 nominations total,https://m.media-amazon.com/images/M/MV5BYmNlMWYzN2MtODNhOC00ZTdhLTk3NzAtNzRkMTg3MWE4ZmJhXkEyXkFqcGc@._V1_SX300.jpg,,,movie,8.1,38070
Dept. Q,81487660,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABYLkWToJmyPsSAn1aC4wpe38_H3XejjLZ3aBstFk9bcObAwWqAUWcwSascmHHtp5P1gwIdxCJ0ruZhx4AH3LZ3lyJkbpRee46lg.jpg?r=d2f,https://www.netflix.com/watch/81487660?tctx=8%2C16%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81487660%2C,"['Capricorns Activate Boss Mode', 'Critically Acclaimed Crime TV Dramas', 'Critically Acclaimed TV Dramas', 'Suspense Series Based on Books']",False,tt27995114,8.1,"102,883",2025–,TV-MA,N/A,"Crime, Drama, Mystery",N/A,"Matthew Goode, Alexej Manvelov, Jamie Sives","Carl, a former top-rated detective, is wracked with guilt following an attack that left his partner paralyzed and another policeman dead. On his return to work, Carl is assigned to a cold case that will consume his life.",Nominated for 1 Primetime Emmy. 4 nominations total,https://m.media-amazon.com/images/M/MV5BNWQ3MDQ2MGQtOGM0MC00MzlkLWE0ODQtYzE4Zjc3Mjc1ZWI5XkEyXkFqcGc@._V1_SX300.jpg,,1,series,8.1,102883
Khakee: The Bihar Chapter,81290872,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABaNHhAwevlt1TmVUdkKDPcuuiyDyIGfFfIULe67ulh36DMBwWCdTZtD4prg5s6Tq6Qgqe49FXPv2MjYowLSpYu-c2I6WbeD-uuI.jpg?r=cd1,https://www.netflix.com/watch/81290872?tctx=4%2C27%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81290872%2C,"['Criminal Investigation TV Shows', 'So Completely Captivating']",False,tt23037654,8.1,"13,891",2022,TV-MA,N/A,"Action, Crime, Drama",N/A,"Karan Tacker, Avinash Tiwary, Nikita Dutta","As a righteous cop pursues a merciless criminal in Bihar, he finds himself navigating a deadly chase and a moral battle mired in corruption.",8 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BY2QzNDZkMWUtZTBkNy00MzMzLWIzMmEtZWFlNzRiZTdhNzFjXkEyXkFqcGc@._V1_SX300.jpg,,1,series,8.1,13891
One Day at a Time,80095532,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABYQwM2cdstDLrE1ZpB59fd2A0VwUy_HnEpNmQWduhhhsh-yjce0WbxQ3AUlXQa4pSAy8AW3XBHte-6LJVaALDsxoHAuqhRr0DlA.jpg?r=2b2,https://www.netflix.com/watch/80095532?tctx=3%2C28%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80095532%2C,"['Recovery-mode Recommendations', 'Emmy-Winning TV Shows']",False,tt5339440,8.1,"18,782",2017–2020,TV-PG,2 min,"Comedy, Drama",N/A,"Justina Machado, Todd Grinnell, Isabella Gomez","Follows three generations of the same Cuban-American family living in the same house: a newly divorced former military mother, her teenage daughter and tween son, and her old-school mother.",Won 2 Primetime Emmys. 14 wins & 53 nominations total,https://m.media-amazon.com/images/M/MV5BMTU2OTQ5NDY5Nl5BMl5BanBnXkFtZTgwNTE2NzU2NDM@._V1_SX300.jpg,,4,series,8.1,18782
Killing Eve,80177090,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABa18volSaSYCkCzZF5K3zRlQK-qLXTL2WmSzrSDxuah5Njpx5k2Rlq5I_XmoPMRz0pMujqLzpx4XhxRkCjN_7ycpvxtUU1JbJGg.webp?r=35c,https://www.netflix.com/watch/80177090?tctx=4%2C21%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80177090%2C,"['Criminal Investigation TV Shows', 'In a Mood', 'Emmy-Winning TV Shows', 'Award-Winning TV Shows', 'Spies and Secret Agents', 'Critically Acclaimed TV Dramas']",False,tt7016936,8.1,"148,472",2018–2022,TV-14,42 min,"Action, Adventure, Drama",N/A,"Jodie Comer, Sandra Oh, Fiona Shaw","After a series of events, the lives of a security operative and an assassin become inextricably linked.",Won 1 Primetime Emmy. 47 wins & 162 nominations total,https://m.media-amazon.com/images/M/MV5BOWY4NDE3MmQtN2I3OC00NDRjLTk3OWYtNTk5MjhlMDQ0MzU3XkEyXkFqcGc@._V1_SX300.jpg,,4,series,8.1,148472
Adolescence,81756069,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABRZ4Epv0gCeVBE5MiTgn3IHLRPxYHQNXHqpvMdVSC4og2bzPteeWXeffT-eA3xrMbAIbr8STmB3oyHyW3PRh3s4Z-C_Pvo5m1e8.jpg?r=204,https://www.netflix.com/watch/81756069?tctx=4%2C13%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81756069%2C,"['Criminal Investigation TV Shows', 'Emmy-Winning TV Shows', 'Award-Winning TV Shows', 'So Completely Captivating', 'TV Dramas', 'Only on Netflix', 'Critically Acclaimed Crime TV Dramas', 'Critically Acclaimed TV Dramas']",False,tt31806037,8.1,"241,405",2025,TV-MA,N/A,"Crime, Drama, Thriller",N/A,"Owen Cooper, Stephen Graham, Ashley Walters","When a 13-year-old is accused of the murder of a classmate, his family, therapist and the detective in charge are all left asking what really happened.",Won 8 Primetime Emmys. 19 wins & 21 nominations total,https://m.media-amazon.com/images/M/MV5BNGY1YjBiNzMtYWZhNC00OWViLWE0MzItNjc4YzczOGNiM2I0XkEyXkFqcGc@._V1_SX300.jpg,,1,series,8.1,241405
CAT,81281063,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABYDl5GQgWMXHmk-ThTV8rUpL0t1FWiL-f75Ot-ZlA7-0hzyRubAVuq8GJMK3aNiSpK-SwEiw0NEMaoWMzD_X3A7gGvw2mu2kdlM.jpg?r=91d,https://www.netflix.com/watch/81281063?tctx=4%2C9%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81281063%2C,"['Criminal Investigation TV Shows', 'In a Mood']",False,tt22297578,8.1,"13,388",2022–,TV-MA,N/A,"Crime, Drama, Thriller",N/A,"Randeep Hooda, Abhishant Rana, Suvinder Vicky","A former police informant is forced to become an informant again to save the life of his brother, which forces him to come to terms with his dark past.",2 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BY2I0NzNlYWUtNjQzMy00ZmQ4LTk2ZTItOTE5ZmNlZmU2YjBiXkEyXkFqcGc@._V1_SX300.jpg,,1,series,8.1,13388
Business Proposal,81509440,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABZNJ0ON0IqjPVLK5iKDZ17qv9iRzrs6DOb-1vkfzeCT42q6KM2q95mDqmU5-1SA4--JeDnrnlBZOQ0GJbMkzDjbLwJ-K-1weE94.jpg?r=c6d,https://www.netflix.com/watch/81509440?tctx=3%2C14%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81509440%2C,['Recovery-mode Recommendations'],False,tt14819828,8.1,"37,329",2022,TV-14,30S min,"Comedy, Drama, Romance",N/A,"Ahn Hyo-seop, Kim Sejeong, Kim Min-kyu","In disguise as her friend, Ha-ri shows up to a blind date to scare him away. But plans go awry when he turns out to be her CEO - and makes a proposal.",1 win total,https://m.media-amazon.com/images/M/MV5BYWM2NTM4MTktNDFiNi00NTI3LThiZTgtZmJiZTQ2NzdhNDE3XkEyXkFqcGc@._V1_SX300.jpg,,1,series,8.1,37329
Lucifer,80057918,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABTE8FlF-ADjmOOLB-GfWvf3ewv7GYJIU7uVKI2VxBCHIfiCeuKVcDe6RrFtkSpTD1_O-S1U00Tv76inNVWuEVfSBGaD2GJW0Mpw.jpg?r=1c3,https://www.netflix.com/watch/80057918?tctx=4%2C2%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80057918%2C,['Criminal Investigation TV Shows'],False,tt4052886,8.0,"384,394",2016–2021,TV-14,42 min,"Crime, Drama, Fantasy",N/A,"Tom Ellis, Lauren German, Kevin Alejandro",Lucifer Morningstar has decided he's had enough of being the dutiful servant in Hell and decides to spend some time on Earth to better understand humanity. He settles in Los Angeles - the City of Angels.,Nominated for 1 Primetime Emmy. 2 wins & 20 nominations total,https://m.media-amazon.com/images/M/MV5BYzMwNzI3MWItZTIzYi00YjkxLThhOWQtYmUwYjg4NWM0ZWI1XkEyXkFqcGc@._V1_SX300.jpg,,6,series,8.0,384394
Kaala Paani,81314368,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABfsKDV6Dtp8_STVLww25nzzokpsimMIAmeJYUJBIrcqfPQejo1qmVuUTKWzfAdQvXkrYvFeQH4tJgo6dcNpDLXPUP6BMmHtp6XA.jpg?r=52d,https://www.netflix.com/watch/81314368?tctx=7%2C28%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81314368%2C,"['In a Mood', 'Because you watched Dabba Cartel', 'Because you watched Ulajh']",False,tt19072562,8.0,"11,301",2023–,TV-MA,N/A,"Drama, Thriller",N/A,"Sukant Goel, Amey Wagh, Arushi Sharma","When a mysterious illness descends upon the Andaman and Nicobar Islands, a desperate fight for survival collides with a race to find a cure.",6 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BNmExZTcxODAtNWE1MS00OGU3LWFlZTktZDM0ZjE2YWE2OTQ4XkEyXkFqcGc@._V1_SX300.jpg,,N/A,series,8.0,11301
Travelers,80105699,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABasYB83Dwm03pxH7QnqeyvNwMSjKi4rjB8b3ZeSsGThC31xk1VUtqzDJTDqTtJ0BPJwlni9DBWbv7ZhlHWmMhepWLHjF9dimX6A.jpg?r=af4,https://www.netflix.com/watch/80105699?tctx=2%2C6%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80105699%2C,"['Now Leaving Hawkins, Indiana', 'Sci-Fi TV']",False,tt5651844,8.0,"69,734",2016–2018,TV-MA,45 min,"Drama, Mystery, Sci-Fi",N/A,"Eric McCormack, MacKenzie Porter, Nesta Cooper","Hundreds of years from now, surviving humans discover how to send consciousness back through time, into people of the 21st century, while attempting to change the path of humanity.",4 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BMjUzOTQwOTg1MF5BMl5BanBnXkFtZTgwNzE4NzQ3NjM@._V1_SX300.jpg,,3,series,8.0,69734
BEEF,81447461,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABVwN2x0l7BthtD9aAFKkCby2Dl17ZUFLauosQpGm49z4PkcoGHTTknAyNJ5VBApToobSErPufWy-FNJz-GqV33xNzKqL3tNwQiY.jpg?r=1cf,https://www.netflix.com/watch/81447461?tctx=7%2C13%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81447461%2C,"['In a Mood', 'Emmy-Winning TV Shows', 'Award-Winning TV Shows', 'US TV Shows Dubbed in Hindi']",False,tt14403178,8.0,"158,257",2023–,TV-MA,N/A,"Comedy, Drama",N/A,"Steven Yeun, Ali Wong, Joseph Lee",Two people let a road rage incident burrow into their minds and slowly consume their every thought and action.,Won 8 Primetime Emmys. 44 wins & 46 nominations total,https://m.media-amazon.com/images/M/MV5BYzgxYzg0NmEtNzdhMy00NjFiLTg1MTQtM2EzMDRiOGEwZjI2XkEyXkFqcGc@._V1_SX300.jpg,,2,series,8.0,158257
